Offence,Year,Number,Rate,State,Sex
04 Dangerous/negligent acts(f),2020-21,55,51.1,Northern Territory,Male
05 Abduction/harassment,2020-21,92,85.5,Northern Territory,Male
06 Robbery/extortion,2020-21,106,98.5,Northern Territory,Male
07 Unlawful entry with intent,2020-21,286,265.7,Northern Territory,Male
08 Theft,2020-21,142,131.9,Northern Territory,Male
09 Fraud/deception,2020-21,29,26.9,Northern Territory,Male
10 Illicit drug offences,2020-21,744,691.2,Northern Territory,Male
11 Weapons/explosives,2020-21,260,241.5,Northern Territory,Male
12 Property damage and environmental pollution,2020-21,161,149.6,Northern Territory,Male
13 Public order offences,2020-21,1518,1410.2,Northern Territory,Male
15 Offences against justice(g) ,2020-21,538,499.8,Northern Territory,Male
16 Miscellaneous offences,2020-21,125,116.1,Northern Territory,Male
01 Homicide and related offences,2021–22,19,17.5,Northern Territory,Male
02 Acts intended to cause injury,2021–22,2433,2243.8,Northern Territory,Male
03 Sexual assault and related offences,2021–22,146,134.6,Northern Territory,Male
04 Dangerous/negligent acts(f),2021–22,56,51.6,Northern Territory,Male
05 Abduction/harassment,2021–22,79,72.9,Northern Territory,Male
06 Robbery/extortion,2021–22,142,131,Northern Territory,Male
07 Unlawful entry with intent,2021–22,398,367.1,Northern Territory,Male
08 Theft,2021–22,126,116.2,Northern Territory,Male
09 Fraud/deception,2021–22,29,26.7,Northern Territory,Male
10 Illicit drug offences,2021–22,515,475,Northern Territory,Male
11 Weapons/explosives,2021–22,284,261.9,Northern Territory,Male
12 Property damage and environmental pollution,2021–22,149,137.4,Northern Territory,Male
13 Public order offences,2021–22,1187,1094.7,Northern Territory,Male
15 Offences against justice(g) ,2021–22,540,498,Northern Territory,Male
16 Miscellaneous offences,2021–22,336,309.9,Northern Territory,Male
01 Homicide and related offences,2022–23,19,17.5,Northern Territory,Male
02 Acts intended to cause injury,2022–23,2847,2615,Northern Territory,Male
03 Sexual assault and related offences,2022–23,154,141.5,Northern Territory,Male
04 Dangerous/negligent acts(f),2022–23,30,27.6,Northern Territory,Male
05 Abduction/harassment,2022–23,70,64.3,Northern Territory,Male
06 Robbery/extortion,2022–23,186,170.8,Northern Territory,Male
07 Unlawful entry with intent,2022–23,383,351.8,Northern Territory,Male
08 Theft,2022–23,152,139.6,Northern Territory,Male
09 Fraud/deception,2022–23,27,24.8,Northern Territory,Male
10 Illicit drug offences,2022–23,549,504.3,Northern Territory,Male
11 Weapons/explosives,2022–23,277,254.4,Northern Territory,Male
12 Property damage and environmental pollution,2022–23,135,124,Northern Territory,Male
13 Public order offences,2022–23,1090,1001.2,Northern Territory,Male
15 Offences against justice(g) ,2022–23,573,526.3,Northern Territory,Male
16 Miscellaneous offences,2022–23,39,35.8,Northern Territory,Male
01 Homicide and related offences,2023–24(d)(e) ,16,14.4,Northern Territory,Male
02 Acts intended to cause injury,2023–24(d)(e) ,2072,1863.9,Northern Territory,Male
03 Sexual assault and related offences,2023–24(d)(e) ,65,58.5,Northern Territory,Male
04 Dangerous/negligent acts(f),2023–24(d)(e) ,42,37.8,Northern Territory,Male
05 Abduction/harassment,2023–24(d)(e) ,52,46.8,Northern Territory,Male
06 Robbery/extortion,2023–24(d)(e) ,130,116.9,Northern Territory,Male
07 Unlawful entry with intent,2023–24(d)(e) ,251,225.8,Northern Territory,Male
08 Theft,2023–24(d)(e) ,201,180.8,Northern Territory,Male
09 Fraud/deception,2023–24(d)(e) ,17,15.3,Northern Territory,Male
10 Illicit drug offences,2023–24(d)(e) ,592,532.5,Northern Territory,Male
11 Weapons/explosives,2023–24(d)(e) ,291,261.8,Northern Territory,Male
12 Property damage and environmental pollution,2023–24(d)(e) ,129,116,Northern Territory,Male
13 Public order offences,2023–24(d)(e) ,1448,1302.6,Northern Territory,Male
15 Offences against justice(g) ,2023–24(d)(e) ,813,731.3,Northern Territory,Male
16 Miscellaneous offences,2023–24(d)(e) ,64,57.6,Northern Territory,Male
01 Homicide and related offences,2024–25,8,6.9,Northern Territory,Male
02 Acts intended to cause injury,2024–25,3454,2959.6,Northern Territory,Male
03 Sexual assault and related offences,2024–25,149,127.7,Northern Territory,Male
04 Dangerous/negligent acts(f),2024–25,48,41.1,Northern Territory,Male
05 Abduction/harassment,2024–25,84,72,Northern Territory,Male
06 Robbery/extortion,2024–25,135,115.7,Northern Territory,Male
07 Unlawful entry with intent,2024–25,258,221.1,Northern Territory,Male
08 Theft,2024–25,278,238.2,Northern Territory,Male
09 Fraud/deception,2024–25,23,19.7,Northern Territory,Male
10 Illicit drug offences,2024–25,710,608.4,Northern Territory,Male
11 Weapons/explosives,2024–25,299,256.2,Northern Territory,Male
12 Property damage and environmental pollution,2024–25,223,191.1,Northern Territory,Male
13 Public order offences,2024–25,1707,1462.7,Northern Territory,Male
15 Offences against justice(g) ,2024–25,848,726.6,Northern Territory,Male
16 Miscellaneous offences,2024–25,67,57.4,Northern Territory,Male
01 Homicide and related offences,2008–09,0,0,Northern Territory,Female
02 Acts intended to cause injury,2008–09,388,436.4,Northern Territory,Female
03 Sexual assault and related offences,2008–09,0,0,Northern Territory,Female
04 Dangerous/negligent acts(f),2008–09,3,3.4,Northern Territory,Female
05 Abduction/harassment,2008–09,21,23.6,Northern Territory,Female
06 Robbery/extortion,2008–09,17,19.1,Northern Territory,Female
07 Unlawful entry with intent,2008–09,86,96.7,Northern Territory,Female
08 Theft,2008–09,143,160.9,Northern Territory,Female
09 Fraud/deception,2008–09,26,29.2,Northern Territory,Female
10 Illicit drug offences,2008–09,198,222.7,Northern Territory,Female
11 Weapons/explosives,2008–09,63,70.9,Northern Territory,Female
12 Property damage and environmental pollution,2008–09,34,38.2,Northern Territory,Female
13 Public order offences,2008–09,1189,1337.5,Northern Territory,Female
15 Offences against justice(g) ,2008–09,152,171,Northern Territory,Female
16 Miscellaneous offences,2008–09,7,7.9,Northern Territory,Female
01 Homicide and related offences,2009–10,4,4.4,Northern Territory,Female
02 Acts intended to cause injury,2009–10,439,483,Northern Territory,Female
03 Sexual assault and related offences,2009–10,3,3.3,Northern Territory,Female
04 Dangerous/negligent acts(f),2009–10,9,9.9,Northern Territory,Female
05 Abduction/harassment,2009–10,44,48.4,Northern Territory,Female
06 Robbery/extortion,2009–10,9,9.9,Northern Territory,Female
07 Unlawful entry with intent,2009–10,61,67.1,Northern Territory,Female
08 Theft,2009–10,201,221.1,Northern Territory,Female
09 Fraud/deception,2009–10,23,25.3,Northern Territory,Female
10 Illicit drug offences,2009–10,208,228.8,Northern Territory,Female
11 Weapons/explosives,2009–10,35,38.5,Northern Territory,Female
12 Property damage and environmental pollution,2009–10,55,60.5,Northern Territory,Female
13 Public order offences,2009–10,1255,1380.7,Northern Territory,Female
15 Offences against justice(g) ,2009–10,151,166.1,Northern Territory,Female
16 Miscellaneous offences,2009–10,7,7.7,Northern Territory,Female
01 Homicide and related offences,2010–11,6,6.5,Northern Territory,Female
02 Acts intended to cause injury,2010–11,363,395.4,Northern Territory,Female
03 Sexual assault and related offences,2010–11,0,0,Northern Territory,Female
04 Dangerous/negligent acts(f),2010–11,8,8.7,Northern Territory,Female
05 Abduction/harassment,2010–11,29,31.6,Northern Territory,Female
06 Robbery/extortion,2010–11,6,6.5,Northern Territory,Female
07 Unlawful entry with intent,2010–11,43,46.8,Northern Territory,Female
08 Theft,2010–11,167,181.9,Northern Territory,Female
09 Fraud/deception,2010–11,19,20.7,Northern Territory,Female
10 Illicit drug offences,2010–11,324,352.9,Northern Territory,Female
11 Weapons/explosives,2010–11,59,64.3,Northern Territory,Female
12 Property damage and environmental pollution,2010–11,34,37,Northern Territory,Female
13 Public order offences,2010–11,1071,1166.5,Northern Territory,Female
15 Offences against justice(g) ,2010–11,137,149.2,Northern Territory,Female
16 Miscellaneous offences,2010–11,7,7.6,Northern Territory,Female
01 Homicide and related offences,2011–12,8,8.6,Northern Territory,Female
02 Acts intended to cause injury,2011–12,448,480.1,Northern Territory,Female
03 Sexual assault and related offences,2011–12,5,5.4,Northern Territory,Female
04 Dangerous/negligent acts(f),2011–12,9,9.6,Northern Territory,Female
05 Abduction/harassment,2011–12,26,27.9,Northern Territory,Female
06 Robbery/extortion,2011–12,14,15,Northern Territory,Female
07 Unlawful entry with intent,2011–12,55,58.9,Northern Territory,Female
08 Theft,2011–12,132,141.4,Northern Territory,Female
09 Fraud/deception,2011–12,29,31.1,Northern Territory,Female
10 Illicit drug offences,2011–12,343,367.5,Northern Territory,Female
11 Weapons/explosives,2011–12,48,51.4,Northern Territory,Female
12 Property damage and environmental pollution,2011–12,52,55.7,Northern Territory,Female
13 Public order offences,2011–12,1380,1478.8,Northern Territory,Female
15 Offences against justice(g) ,2011–12,143,153.2,Northern Territory,Female
16 Miscellaneous offences,2011–12,27,28.9,Northern Territory,Female
01 Homicide and related offences,2012–13,4,4.2,Northern Territory,Female
02 Acts intended to cause injury,2012–13,633,659.6,Northern Territory,Female
03 Sexual assault and related offences,2012–13,5,5.2,Northern Territory,Female
04 Dangerous/negligent acts(f),2012–13,13,13.5,Northern Territory,Female
05 Abduction/harassment,2012–13,26,27.1,Northern Territory,Female
06 Robbery/extortion,2012–13,11,11.5,Northern Territory,Female
07 Unlawful entry with intent,2012–13,43,44.8,Northern Territory,Female
08 Theft,2012–13,137,142.8,Northern Territory,Female
09 Fraud/deception,2012–13,26,27.1,Northern Territory,Female
10 Illicit drug offences,2012–13,293,305.3,Northern Territory,Female
11 Weapons/explosives,2012–13,71,74,Northern Territory,Female
12 Property damage and environmental pollution,2012–13,61,63.6,Northern Territory,Female
13 Public order offences,2012–13,1381,1439.1,Northern Territory,Female
15 Offences against justice(g) ,2012–13,140,145.9,Northern Territory,Female
16 Miscellaneous offences,2012–13,35,36.5,Northern Territory,Female
01 Homicide and related offences,2013–14,7,7.2,Northern Territory,Female
02 Acts intended to cause injury,2013–14,705,723,Northern Territory,Female
03 Sexual assault and related offences,2013–14,3,3.1,Northern Territory,Female
04 Dangerous/negligent acts(f),2013–14,8,8.2,Northern Territory,Female
05 Abduction/harassment,2013–14,20,20.5,Northern Territory,Female
06 Robbery/extortion,2013–14,12,12.3,Northern Territory,Female
07 Unlawful entry with intent,2013–14,54,55.4,Northern Territory,Female
08 Theft,2013–14,144,147.7,Northern Territory,Female
09 Fraud/deception,2013–14,23,23.6,Northern Territory,Female
10 Illicit drug offences,2013–14,332,340.5,Northern Territory,Female
11 Weapons/explosives,2013–14,46,47.2,Northern Territory,Female
12 Property damage and environmental pollution,2013–14,44,45.1,Northern Territory,Female
13 Public order offences,2013–14,1746,1790.5,Northern Territory,Female
15 Offences against justice(g) ,2013–14,196,201,Northern Territory,Female
16 Miscellaneous offences,2013–14,64,65.6,Northern Territory,Female
01 Homicide and related offences,2014–15,5,5.1,Northern Territory,Female
02 Acts intended to cause injury,2014–15,618,630.3,Northern Territory,Female
03 Sexual assault and related offences,2014–15,3,3.1,Northern Territory,Female
04 Dangerous/negligent acts(f),2014–15,21,21.4,Northern Territory,Female
05 Abduction/harassment,2014–15,42,42.8,Northern Territory,Female
06 Robbery/extortion,2014–15,5,5.1,Northern Territory,Female
07 Unlawful entry with intent,2014–15,77,78.5,Northern Territory,Female
08 Theft,2014–15,102,104,Northern Territory,Female
09 Fraud/deception,2014–15,31,31.6,Northern Territory,Female
10 Illicit drug offences,2014–15,396,403.9,Northern Territory,Female
11 Weapons/explosives,2014–15,51,52,Northern Territory,Female
12 Property damage and environmental pollution,2014–15,67,68.3,Northern Territory,Female
13 Public order offences,2014–15,1562,1593.2,Northern Territory,Female
15 Offences against justice(g) ,2014–15,220,224.4,Northern Territory,Female
16 Miscellaneous offences,2014–15,22,22.4,Northern Territory,Female
01 Homicide and related offences,2015–16,0,0,Northern Territory,Female
02 Acts intended to cause injury,2015–16,623,629.3,Northern Territory,Female
03 Sexual assault and related offences,2015–16,0,0,Northern Territory,Female
04 Dangerous/negligent acts(f),2015–16,14,14.1,Northern Territory,Female
05 Abduction/harassment,2015–16,45,45.5,Northern Territory,Female
06 Robbery/extortion,2015–16,10,10.1,Northern Territory,Female
07 Unlawful entry with intent,2015–16,62,62.6,Northern Territory,Female
08 Theft,2015–16,136,137.4,Northern Territory,Female
09 Fraud/deception,2015–16,33,33.3,Northern Territory,Female
10 Illicit drug offences,2015–16,397,401,Northern Territory,Female
11 Weapons/explosives,2015–16,58,58.6,Northern Territory,Female
12 Property damage and environmental pollution,2015–16,63,63.6,Northern Territory,Female
13 Public order offences,2015–16,1656,1672.7,Northern Territory,Female
15 Offences against justice(g) ,2015–16,215,217.2,Northern Territory,Female
16 Miscellaneous offences,2015–16,21,21.2,Northern Territory,Female
01 Homicide and related offences,2016–17,0,0,Northern Territory,Female
02 Acts intended to cause injury,2016–17,554,552.6,Northern Territory,Female
03 Sexual assault and related offences,2016–17,3,3,Northern Territory,Female
04 Dangerous/negligent acts(f),2016–17,11,11,Northern Territory,Female
05 Abduction/harassment,2016–17,24,23.9,Northern Territory,Female
06 Robbery/extortion,2016–17,13,13,Northern Territory,Female
07 Unlawful entry with intent,2016–17,69,68.8,Northern Territory,Female
08 Theft,2016–17,114,113.7,Northern Territory,Female
09 Fraud/deception,2016–17,36,35.9,Northern Territory,Female
10 Illicit drug offences,2016–17,415,414,Northern Territory,Female
11 Weapons/explosives,2016–17,49,48.9,Northern Territory,Female
12 Property damage and environmental pollution,2016–17,57,56.9,Northern Territory,Female
13 Public order offences,2016–17,1830,1825.5,Northern Territory,Female
15 Offences against justice(g) ,2016–17,198,197.5,Northern Territory,Female
16 Miscellaneous offences,2016–17,31,30.9,Northern Territory,Female
01 Homicide and related offences,2017–18,4,3.9,Northern Territory,Female
02 Acts intended to cause injury,2017–18,578,569.7,Northern Territory,Female
03 Sexual assault and related offences,2017–18,3,3,Northern Territory,Female
04 Dangerous/negligent acts(f),2017–18,21,20.7,Northern Territory,Female
05 Abduction/harassment,2017–18,23,22.7,Northern Territory,Female
06 Robbery/extortion,2017–18,11,10.8,Northern Territory,Female
07 Unlawful entry with intent,2017–18,56,55.2,Northern Territory,Female
08 Theft,2017–18,103,101.5,Northern Territory,Female
09 Fraud/deception,2017–18,36,35.5,Northern Territory,Female
10 Illicit drug offences,2017–18,379,373.6,Northern Territory,Female
11 Weapons/explosives,2017–18,40,39.4,Northern Territory,Female
12 Property damage and environmental pollution,2017–18,63,62.1,Northern Territory,Female
13 Public order offences,2017–18,2133,2102.5,Northern Territory,Female
15 Offences against justice(g) ,2017–18,198,195.2,Northern Territory,Female
16 Miscellaneous offences,2017–18,37,36.5,Northern Territory,Female
01 Homicide and related offences,2018–19,0,0,Northern Territory,Female
02 Acts intended to cause injury,2018–19,558,546.6,Northern Territory,Female
03 Sexual assault and related offences,2018–19,5,4.9,Northern Territory,Female
04 Dangerous/negligent acts(f),2018–19,13,12.7,Northern Territory,Female
05 Abduction/harassment,2018–19,28,27.4,Northern Territory,Female
06 Robbery/extortion,2018–19,22,21.6,Northern Territory,Female
