Offence,Year,Number,Rate,State,Sex
Property damage and environmental pollution,2013,3768.0,73.9,Victoria,Unknown
Public order offences,2013,11850.0,232.5,Victoria,Unknown
Offences against justice,2013,3385.0,66.4,Victoria,Unknown
Miscellaneous offences,2013,13372.0,262.3,Victoria,Unknown
Homicide and related offences,2014,132.0,2.5,Victoria,Unknown
Acts intended to cause injury,2014,16440.0,316.0,Victoria,Unknown
Sexual assault and related offences,2014,1573.0,30.2,Victoria,Unknown
Dangerous/negligent acts,2014,886.0,17.0,Victoria,Unknown
Abduction/harassment,2014,1421.0,27.3,Victoria,Unknown
Robbery/extortion,2014,436.0,8.4,Victoria,Unknown
Unlawful entry with intent,2014,2051.0,39.4,Victoria,Unknown
Theft,2014,8382.0,161.1,Victoria,Unknown
Fare evasion,2014,2701.0,51.9,Victoria,Unknown
Fraud/deception,2014,2239.0,43.0,Victoria,Unknown
Illicit drug offences,2014,9706.0,186.6,Victoria,Unknown
Weapons/explosives,2014,4307.0,82.8,Victoria,Unknown
Property damage and environmental pollution,2014,3279.0,63.0,Victoria,Unknown
Public order offences,2014,10487.0,201.6,Victoria,Unknown
Offences against justice,2014,3821.0,73.4,Victoria,Unknown
Miscellaneous offences,2014,13067.0,251.2,Victoria,Unknown
Homicide and related offences,2015,169.0,3.2,Victoria,Unknown
Acts intended to cause injury,2015,17063.0,320.9,Victoria,Unknown
Sexual assault and related offences,2015,1600.0,30.1,Victoria,Unknown
Dangerous/negligent acts,2015,866.0,16.3,Victoria,Unknown
Abduction/harassment,2015,1485.0,27.9,Victoria,Unknown
Robbery/extortion,2015,471.0,8.9,Victoria,Unknown
Unlawful entry with intent,2015,2122.0,39.9,Victoria,Unknown
Theft,2015,8222.0,154.6,Victoria,Unknown
Fare evasion,2015,2493.0,46.9,Victoria,Unknown
Fraud/deception,2015,2309.0,43.4,Victoria,Unknown
Illicit drug offences,2015,8676.0,163.2,Victoria,Unknown
Weapons/explosives,2015,4287.0,80.6,Victoria,Unknown
Property damage and environmental pollution,2015,3454.0,65.0,Victoria,Unknown
Public order offences,2015,8726.0,164.1,Victoria,Unknown
Offences against justice,2015,4046.0,76.1,Victoria,Unknown
Miscellaneous offences,2015,11769.0,221.4,Victoria,Unknown
Homicide and related offences,2016,117.0,2.2,Victoria,Unknown
Acts intended to cause injury,2016,17725.0,325.7,Victoria,Unknown
Sexual assault and related offences,2016,1779.0,32.7,Victoria,Unknown
Dangerous/negligent acts,2016,1053.0,19.4,Victoria,Unknown
Abduction/harassment,2016,1615.0,29.7,Victoria,Unknown
Robbery/extortion,2016,522.0,9.6,Victoria,Unknown
Unlawful entry with intent,2016,2154.0,39.6,Victoria,Unknown
Theft,2016,8386.0,154.1,Victoria,Unknown
Fare evasion,2016,2020.0,37.1,Victoria,Unknown
Fraud/deception,2016,2400.0,44.1,Victoria,Unknown
Illicit drug offences,2016,8809.0,161.9,Victoria,Unknown
Weapons/explosives,2016,4244.0,78.0,Victoria,Unknown
Property damage and environmental pollution,2016,3417.0,62.8,Victoria,Unknown
Public order offences,2016,8350.0,153.4,Victoria,Unknown
Offences against justice,2016,4583.0,84.2,Victoria,Unknown
Miscellaneous offences,2016,8689.0,159.7,Victoria,Unknown
Homicide and related offences,2017,157.0,2.8,Victoria,Unknown
Acts intended to cause injury,2017,17406.0,313.3,Victoria,Unknown
Sexual assault and related offences,2017,1683.0,30.3,Victoria,Unknown
Dangerous/negligent acts,2017,961.0,17.3,Victoria,Unknown
Abduction/harassment,2017,1574.0,28.3,Victoria,Unknown
Robbery/extortion,2017,615.0,11.1,Victoria,Unknown
Unlawful entry with intent,2017,2108.0,37.9,Victoria,Unknown
Theft,2017,8012.0,144.2,Victoria,Unknown
Fare evasion,2017,2008.0,36.1,Victoria,Unknown
Fraud/deception,2017,2413.0,43.4,Victoria,Unknown
Illicit drug offences,2017,8577.0,154.4,Victoria,Unknown
Weapons/explosives,2017,5618.0,101.1,Victoria,Unknown
Property damage and environmental pollution,2017,3275.0,58.9,Victoria,Unknown
Public order offences,2017,10516.0,189.3,Victoria,Unknown
Offences against justice,2017,4752.0,85.5,Victoria,Unknown
Miscellaneous offences,2017,7601.0,136.8,Victoria,Unknown
Homicide and related offences,2018,138.0,2.4,Victoria,Unknown
Acts intended to cause injury,2018,17423.0,307.1,Victoria,Unknown
Sexual assault and related offences,2018,1737.0,30.6,Victoria,Unknown
Dangerous/negligent acts,2018,950.0,16.7,Victoria,Unknown
Abduction/harassment,2018,1717.0,30.3,Victoria,Unknown
Robbery/extortion,2018,672.0,11.8,Victoria,Unknown
Unlawful entry with intent,2018,1974.0,34.8,Victoria,Unknown
Theft,2018,8626.0,152.1,Victoria,Unknown
Fare evasion,2018,1783.0,31.4,Victoria,Unknown
Fraud/deception,2018,2540.0,44.8,Victoria,Unknown
Illicit drug offences,2018,9385.0,165.4,Victoria,Unknown
Weapons/explosives,2018,5758.0,101.5,Victoria,Unknown
Property damage and environmental pollution,2018,3030.0,53.4,Victoria,Unknown
Public order offences,2018,9053.0,159.6,Victoria,Unknown
Offences against justice,2018,5043.0,88.9,Victoria,Unknown
Miscellaneous offences,2018,6165.0,108.7,Victoria,Unknown
Homicide and related offences,2019,146.0,2.5,Victoria,Unknown
Acts intended to cause injury,2019,17171.0,297.0,Victoria,Unknown
Sexual assault and related offences,2019,1695.0,29.3,Victoria,Unknown
Dangerous/negligent acts,2019,913.0,15.8,Victoria,Unknown
Abduction/harassment,2019,1766.0,30.5,Victoria,Unknown
Robbery/extortion,2019,805.0,13.9,Victoria,Unknown
Unlawful entry with intent,2019,1879.0,32.5,Victoria,Unknown
Theft,2019,8331.0,144.1,Victoria,Unknown
Fare evasion,2019,1277.0,22.1,Victoria,Unknown
Fraud/deception,2019,2552.0,44.1,Victoria,Unknown
Illicit drug offences,2019,9898.0,171.2,Victoria,Unknown
Weapons/explosives,2019,5696.0,98.5,Victoria,Unknown
Property damage and environmental pollution,2019,2861.0,49.5,Victoria,Unknown
Public order offences,2019,6244.0,108.0,Victoria,Unknown
Offences against justice,2019,5328.0,92.2,Victoria,Unknown
Miscellaneous offences,2019,7630.0,132.0,Victoria,Unknown
Homicide and related offences,2020,162.0,2.8,Victoria,Unknown
Acts intended to cause injury,2020,17351.0,300.7,Victoria,Unknown
Sexual assault and related offences,2020,1612.0,27.9,Victoria,Unknown
Dangerous/negligent acts,2020,894.0,15.5,Victoria,Unknown
Abduction/harassment,2020,1929.0,33.4,Victoria,Unknown
Robbery/extortion,2020,490.0,8.5,Victoria,Unknown
Unlawful entry with intent,2020,1600.0,27.7,Victoria,Unknown
Theft,2020,6068.0,105.2,Victoria,Unknown
Fare evasion,2020,623.0,10.8,Victoria,Unknown
Fraud/deception,2020,2206.0,38.2,Victoria,Unknown
Illicit drug offences,2020,8595.0,149.0,Victoria,Unknown
Weapons/explosives,2020,5320.0,92.2,Victoria,Unknown
Property damage and environmental pollution,2020,2862.0,49.6,Victoria,Unknown
Public order offences,2020,4199.0,72.8,Victoria,Unknown
Offences against justice,2020,4949.0,85.8,Victoria,Unknown
Miscellaneous offences,2020,19692.0,341.3,Victoria,Unknown
Homicide and related offences,2021,115.0,2.0,Victoria,Unknown
Acts intended to cause injury,2021,17020.0,295.1,Victoria,Unknown
Sexual assault and related offences,2021,1677.0,29.1,Victoria,Unknown
Dangerous/negligent acts,2021,946.0,16.4,Victoria,Unknown
Abduction/harassment,2021,1857.0,32.2,Victoria,Unknown
Robbery/extortion,2021,497.0,8.6,Victoria,Unknown
Unlawful entry with intent,2021,1599.0,27.7,Victoria,Unknown
Theft,2021,5931.0,102.8,Victoria,Unknown
Fare evasion,2021,581.0,10.1,Victoria,Unknown
Fraud/deception,2021,1895.0,32.9,Victoria,Unknown
Illicit drug offences,2021,7753.0,134.4,Victoria,Unknown
Weapons/explosives,2021,5103.0,88.5,Victoria,Unknown
Property damage and environmental pollution,2021,3068.0,53.2,Victoria,Unknown
Public order offences,2021,4101.0,71.1,Victoria,Unknown
Offences against justice,2021,5205.0,90.3,Victoria,Unknown
Miscellaneous offences,2021,17458.0,302.7,Victoria,Unknown
Homicide and related offences,2022,133.0,2.2,Victoria,Unknown
Acts intended to cause injury,2022,17606.0,297.5,Victoria,Unknown
Sexual assault and related offences,2022,1686.0,28.5,Victoria,Unknown
Dangerous/negligent acts,2022,853.0,14.4,Victoria,Unknown
Abduction/harassment,2022,1912.0,32.3,Victoria,Unknown
Robbery/extortion,2022,746.0,12.6,Victoria,Unknown
Unlawful entry with intent,2022,1659.0,28.0,Victoria,Unknown
Theft,2022,7175.0,121.3,Victoria,Unknown
Fare evasion,2022,1190.0,20.1,Victoria,Unknown
Fraud/deception,2022,2222.0,37.6,Victoria,Unknown
Illicit drug offences,2022,7756.0,131.1,Victoria,Unknown
Weapons/explosives,2022,5274.0,89.1,Victoria,Unknown
Property damage and environmental pollution,2022,3167.0,53.5,Victoria,Unknown
Public order offences,2022,4773.0,80.7,Victoria,Unknown
Offences against justice,2022,5500.0,92.9,Victoria,Unknown
Miscellaneous offences,2022,4048.0,68.4,Victoria,Unknown
Homicide and related offences,2023,127.0,2.1,Victoria,Unknown
Acts intended to cause injury,2023,17576.0,287.8,Victoria,Unknown
Sexual assault and related offences,2023,1762.0,28.9,Victoria,Unknown
Dangerous/negligent acts,2023,772.0,12.6,Victoria,Unknown
Abduction/harassment,2023,1002.0,16.4,Victoria,Unknown
Robbery/extortion,2023,707.0,11.6,Victoria,Unknown
Unlawful entry with intent,2023,1609.0,26.3,Victoria,Unknown
Theft,2023,7034.0,115.2,Victoria,Unknown
Fare evasion,2023,1098.0,18.0,Victoria,Unknown
Fraud/deception,2023,2194.0,35.9,Victoria,Unknown
Illicit drug offences,2023,7472.0,122.4,Victoria,Unknown
Weapons/explosives,2023,5033.0,82.4,Victoria,Unknown
Property damage and environmental pollution,2023,3000.0,49.1,Victoria,Unknown
Public order offences,2023,3331.0,54.5,Victoria,Unknown
Offences against justice,2023,5740.0,94.0,Victoria,Unknown
Miscellaneous offences,2023,3078.0,50.4,Victoria,Unknown
Homicide and related offences,2024,131.0,2.1,Victoria,Unknown
Acts intended to cause injury,2024,18335.0,295.4,Victoria,Unknown
Sexual assault and related offences,2024,1783.0,28.7,Victoria,Unknown
Dangerous/negligent acts,2024,703.0,11.3,Victoria,Unknown
Abduction/harassment,2024,1075.0,17.3,Victoria,Unknown
Robbery/extortion,2024,745.0,12.0,Victoria,Unknown
Unlawful entry with intent,2024,1603.0,25.8,Victoria,Unknown
Theft,2024,7342.0,118.3,Victoria,Unknown
Fare evasion,2024,797.0,12.8,Victoria,Unknown
Fraud/deception,2024,2126.0,34.2,Victoria,Unknown
Illicit drug offences,2024,6692.0,107.8,Victoria,Unknown
Weapons/explosives,2024,5006.0,80.6,Victoria,Unknown
Property damage and environmental pollution,2024,3016.0,48.6,Victoria,Unknown
Public order offences,2024,2416.0,38.9,Victoria,Unknown
Offences against justice,2024,6013.0,96.9,Victoria,Unknown
Miscellaneous offences,2024,1832.0,29.5,Victoria,Unknown
Homicide and related offences,2008,147.0,8.0,Queensland,Male
Acts intended to cause injury,2008,7490.0,406.8,Queensland,Male
Sexual assault and related offences,2008,1682.0,91.4,Queensland,Male
Dangerous/negligent acts,2008,480.0,26.1,Queensland,Male
Abduction/harassment,2008,29.0,1.6,Queensland,Male
Robbery/extortion,2008,632.0,34.3,Queensland,Male
Unlawful entry with intent,2008,3863.0,209.8,Queensland,Male
Theft,2008,7441.0,404.2,Queensland,Male
Fraud/deception,2008,1120.0,60.8,Queensland,Male
Illicit drug offences,2008,12485.0,678.1,Queensland,Male
Weapons/explosives,2008,1622.0,88.1,Queensland,Male
Property damage and environmental pollution,2008,4224.0,229.4,Queensland,Male
Public order offences,2008,17208.0,934.6,Queensland,Male
Offences against justice,2008,6822.0,370.5,Queensland,Male
Miscellaneous offences,2008,594.0,32.3,Queensland,Male
Homicide and related offences,2009,132.0,7.0,Queensland,Male
Acts intended to cause injury,2009,7600.0,404.2,Queensland,Male
Sexual assault and related offences,2009,1646.0,87.5,Queensland,Male
Dangerous/negligent acts,2009,538.0,28.6,Queensland,Male
Abduction/harassment,2009,30.0,1.6,Queensland,Male
Robbery/extortion,2009,646.0,34.4,Queensland,Male
Unlawful entry with intent,2009,3683.0,195.9,Queensland,Male
Theft,2009,7968.0,423.8,Queensland,Male
Fraud/deception,2009,1162.0,61.8,Queensland,Male
Illicit drug offences,2009,12542.0,667.1,Queensland,Male
Weapons/explosives,2009,1635.0,87.0,Queensland,Male
Property damage and environmental pollution,2009,3951.0,210.1,Queensland,Male
Public order offences,2009,17690.0,940.9,Queensland,Male
Offences against justice,2009,6782.0,360.7,Queensland,Male
Miscellaneous offences,2009,344.0,18.3,Queensland,Male
Homicide and related offences,2010,88.0,4.6,Queensland,Male
Acts intended to cause injury,2010,7051.0,369.3,Queensland,Male
Sexual assault and related offences,2010,1437.0,75.3,Queensland,Male
Dangerous/negligent acts,2010,511.0,26.8,Queensland,Male
Abduction/harassment,2010,37.0,1.9,Queensland,Male
Robbery/extortion,2010,589.0,30.8,Queensland,Male
Unlawful entry with intent,2010,3586.0,187.8,Queensland,Male
Theft,2010,7299.0,382.3,Queensland,Male
Fraud/deception,2010,1125.0,58.9,Queensland,Male
Illicit drug offences,2010,12292.0,643.8,Queensland,Male
Weapons/explosives,2010,1651.0,86.5,Queensland,Male
Property damage and environmental pollution,2010,3539.0,185.3,Queensland,Male
Public order offences,2010,15838.0,829.5,Queensland,Male
Offences against justice,2010,6304.0,330.2,Queensland,Male
Miscellaneous offences,2010,359.0,18.8,Queensland,Male
Homicide and related offences,2011,85.0,4.4,Queensland,Male
Acts intended to cause injury,2011,7177.0,369.3,Queensland,Male
Sexual assault and related offences,2011,1396.0,71.8,Queensland,Male
Dangerous/negligent acts,2011,628.0,32.3,Queensland,Male
Abduction/harassment,2011,41.0,2.1,Queensland,Male
Robbery/extortion,2011,593.0,30.5,Queensland,Male
Unlawful entry with intent,2011,3620.0,186.3,Queensland,Male
Theft,2011,7297.0,375.5,Queensland,Male
Fraud/deception,2011,1174.0,60.4,Queensland,Male
Illicit drug offences,2011,12912.0,664.4,Queensland,Male
Weapons/explosives,2011,1763.0,90.7,Queensland,Male
Property damage and environmental pollution,2011,3399.0,174.9,Queensland,Male
Public order offences,2011,16209.0,834.0,Queensland,Male
Offences against justice,2011,6265.0,322.4,Queensland,Male
Miscellaneous offences,2011,312.0,16.1,Queensland,Male
Homicide and related offences,2012,109.0,5.5,Queensland,Male
Acts intended to cause injury,2012,7051.0,355.9,Queensland,Male
Sexual assault and related offences,2012,1456.0,73.5,Queensland,Male
Dangerous/negligent acts,2012,586.0,29.6,Queensland,Male
Abduction/harassment,2012,36.0,1.8,Queensland,Male
Robbery/extortion,2012,653.0,33.0,Queensland,Male
Unlawful entry with intent,2012,3332.0,168.2,Queensland,Male
Theft,2012,7103.0,358.5,Queensland,Male
Fraud/deception,2012,1286.0,64.9,Queensland,Male
Illicit drug offences,2012,14651.0,739.5,Queensland,Male
Weapons/explosives,2012,1903.0,96.1,Queensland,Male
Property damage and environmental pollution,2012,3271.0,165.1,Queensland,Male
Public order offences,2012,15612.0,788.0,Queensland,Male
Offences against justice,2012,6638.0,335.1,Queensland,Male
Miscellaneous offences,2012,216.0,10.9,Queensland,Male
Homicide and related offences,2013,104.0,5.2,Queensland,Male
Acts intended to cause injury,2013,7134.0,355.0,Queensland,Male
Sexual assault and related offences,2013,1737.0,86.4,Queensland,Male
Dangerous/negligent acts,2013,544.0,27.1,Queensland,Male
Abduction/harassment,2013,38.0,1.9,Queensland,Male
Robbery/extortion,2013,573.0,28.5,Queensland,Male
Unlawful entry with intent,2013,3333.0,165.9,Queensland,Male
Theft,2013,7578.0,377.1,Queensland,Male
Fraud/deception,2013,1472.0,73.3,Queensland,Male
Illicit drug offences,2013,17790.0,885.4,Queensland,Male
Weapons/explosives,2013,1506.0,75.0,Queensland,Male
Property damage and environmental pollution,2013,3436.0,171.0,Queensland,Male
Public order offences,2013,16073.0,799.9,Queensland,Male
Offences against justice,2013,7487.0,372.6,Queensland,Male
Miscellaneous offences,2013,307.0,15.3,Queensland,Male
Homicide and related offences,2014,115.0,5.7,Queensland,Male
Acts intended to cause injury,2014,7053.0,346.9,Queensland,Male
Sexual assault and related offences,2014,1912.0,94.0,Queensland,Male
Dangerous/negligent acts,2014,558.0,27.4,Queensland,Male
Abduction/harassment,2014,33.0,1.6,Queensland,Male
Robbery/extortion,2014,552.0,27.2,Queensland,Male
Unlawful entry with intent,2014,3021.0,148.6,Queensland,Male
Theft,2014,7408.0,364.4,Queensland,Male
Fare evasion,2014,892.0,43.9,Queensland,Male
Fraud/deception,2014,1558.0,76.6,Queensland,Male
Illicit drug offences,2014,20272.0,997.1,Queensland,Male
Weapons/explosives,2014,1672.0,82.2,Queensland,Male
Property damage and environmental pollution,2014,3450.0,169.7,Queensland,Male
Public order offences,2014,15631.0,768.9,Queensland,Male
Offences against justice,2014,7884.0,387.8,Queensland,Male
Miscellaneous offences,2014,286.0,14.1,Queensland,Male
Homicide and related offences,2015,105.0,5.1,Queensland,Male
Acts intended to cause injury,2015,7579.0,368.8,Queensland,Male
Sexual assault and related offences,2015,1901.0,92.5,Queensland,Male
Dangerous/negligent acts,2015,511.0,24.9,Queensland,Male
Abduction/harassment,2015,47.0,2.3,Queensland,Male
Robbery/extortion,2015,620.0,30.2,Queensland,Male
Unlawful entry with intent,2015,3253.0,158.3,Queensland,Male
Theft,2015,7495.0,364.7,Queensland,Male
Fare evasion,2015,1085.0,52.8,Queensland,Male
Fraud/deception,2015,1423.0,69.2,Queensland,Male
Illicit drug offences,2015,19836.0,965.2,Queensland,Male
Weapons/explosives,2015,1694.0,82.4,Queensland,Male
Property damage and environmental pollution,2015,3378.0,164.4,Queensland,Male
Public order offences,2015,13526.0,658.2,Queensland,Male
Offences against justice,2015,8332.0,405.4,Queensland,Male
Miscellaneous offences,2015,283.0,13.8,Queensland,Male
Homicide and related offences,2016,109.0,5.2,Queensland,Male
Acts intended to cause injury,2016,8142.0,389.8,Queensland,Male
Sexual assault and related offences,2016,1901.0,91.0,Queensland,Male
Dangerous/negligent acts,2016,534.0,25.6,Queensland,Male
Abduction/harassment,2016,33.0,1.6,Queensland,Male
Robbery/extortion,2016,693.0,33.2,Queensland,Male
Unlawful entry with intent,2016,3283.0,157.2,Queensland,Male
Theft,2016,7311.0,350.0,Queensland,Male
Fare evasion,2016,1013.0,48.5,Queensland,Male
Fraud/deception,2016,1508.0,72.2,Queensland,Male
Illicit drug offences,2016,18405.0,881.2,Queensland,Male
Weapons/explosives,2016,1561.0,74.7,Queensland,Male
